Data/InitialText,Data/Label,Data/Mood
You can keep your bowlers black Your top hats sleek and tall For I am the Hogwarts Sorting Hat And I can cap them all,0,Neutral
Theres nothing hidden in your head The Sorting Hat can not see So try me on and I will tell you Where you ought to be,2,Love
Welcome he said,2,Love
Welcome to a new year at Hogwarts Before we begin our banquet I would like to say a few words,2,Love
And here they are Nitwit Blubber Oddment Tweak Thank you,1,Happy
He sat back down,0,Neutral
Everybody clapped and cheered,1,Happy
Harry did not know whether to laugh or not,6,Fear
Is he a bit mad? he asked Percy uncertainly,5,Anger
You might belong in Gryffindor Where dwell the brave at heart Their daring nerve and chivalry Set Gryffindors apart,1,Happy
You might belong in Hufflepuff Where they are just and loyal Those patient Hufflepuffis are true And unafraid of toil,1,Happy
Or you are in wise old Ravenclaw if you have a ready mind Where those of wit and learning Will always find their kind,1,Happy
Or perhaps in Slytherin you will make your real friends Those cunning folk use any means To achieve their ends,1,Happy
So put me on do not be afraid And do not get in a flap you are in safe hands though I have none For I am a Thinking Cap,1,Happy
The whole hall burst into applause as the hat finished its song,1,Happy
It bowed to each of the four tables and then became quite still again,2,Love
So we have just got to try on the hat Ron whispered to Harry,1,Happy
I will kill Fred he was going on about wrestling a troll,5,Anger
Harry,0,Neutral
smiled weakly,4,Sad
Yes trying on the hat was a lot better than having to do a spell but he did wish they could have tried it on without everyone watching,4,Sad
The hat seemed to be asking rather alot; Harry did not feel brave or quick-witted or any of it at the moment,4,Sad
If only the hat had mentioned a house for people who felt a bit queasy that would have been the one for him,4,Sad
Professor McGonagall now stepped forward holding a long roll of parchment,0,Neutral
When I call your name you will put on the hat and sit on the stool to be sorted she said,1,Happy
Abbott Hannah,0,Neutral
A pink-faced girl with blonde pigtails stumbled out of line put on the hat which fell right down over her eyes and sat down,6,Fear
A moments pause HUFFLEPUFF shouted the hat,3,Excite
The table on the right cheered and clapped as Hannah went to sit down at the Hufflepuff table,1,Happy
Harry saw the ghost of the Fat Friar waving merrily at her,2,Love
Bones Susan,0,Neutral
HUFFLEPUFF shouted the hat again and Susan scuttled off to sit next to Hannah,1,Happy
Boot Terry,0,Neutral
RAVENCLAW,0,Neutral
The table second from the left clapped this time; several Ravenclaws stood up to shake hands with Terry as he joined them,1,Happy
Brocklehurst Mandy went to Ravenclaw too but Brown Lavender,1,Happy
became the first new Gryffindor and the table on the far left exploded with cheers; Harry could see Rons twin brothers catcalling,1,Happy
Bulstrode Millicent then became a Slytherin,1,Happy
Perhaps it was Harrys imagination after all he had heard about Slytherin but he thought they looked like an unpleasant lot,4,Sad
He was starting to feel definitely sick now,4,Sad
He remembered being picked for teams during gym at his old school,1,Happy
He had always been last to be chosen not because he was no good but because no one wanted Dudley to think they liked him,4,Sad
Finch-Fletchley Justin,0,Neutral
HUFFLEPUFF,0,Neutral
Sometimes Harry noticed the hat shouted out the house at once but at others it took a little while to decide,3,Excite
Finnigan Seamus the sandy-haired boy next to Harry in the line sat on the stool for almost a whole minute before the hat declared him a Gryffindor,1,Happy
Granger Hermione,0,Neutral
Hermione almost ran to the stool and jammed the hat eagerly on her head,3,Excite
GRYFFINDOR shouted the hat,0,Neutral
Ron groaned,5,Anger
A horrible thought struck Harry as horrible thoughts always do when you are very nervous,6,Fear
What if he was not chosen at all? What if he just sat there with the hat over his eyes for ages until Professor McGonagall jerked it off his head and said there had obviously been a mistake and he had better get back on the train?,6,Fear
When Neville Longbottom the boy who kept losing his toad was called he fell over on his way to the stool,4,Sad
The hat took a long time to decide with Neville,4,Sad
When it finally shouted GRYFFINDOR Neville ran off still wearing it and had to jog back amid gales of laughter to give it to MacDougal Morag,1,Happy
Malfoy swaggered forward when his name was called and got his wish at once the hat had barely touched his head when it screamed SLYTHERIN,1,Happy
Malfoy went to join his friends Crabbe and Goyle looking pleased with himself,2,Love
Moon Nott Parkinson then a pair of twin girls Patil and Patil then Perks Sally-Anne and then at last Potter Harry,3,Excite
As Harry stepped forward whispers suddenly broke out like little hissing fires all over the hall,3,Excite
Potter did she say?,1,Happy
The Harry Potter?,0,Neutral
The last thing Harry saw before the hat dropped over his eyes was the hall full of people craning to get a good look at him,3,Excite
Next second he was looking at the black inside of the hat,0,Neutral
He waited,0,Neutral
Difficult,0,Neutral
Very difficult,0,Neutral
Plenty of courage I see,1,Happy
Not a bad mind either,1,Happy
Theres talent A my goodness yes and a nice thirst to prove yourself now That is interesting,1,Happy
Harry gripped the edges of the stool and thought Not Slytherin not Slytherin,6,Fear
Are you sure? You could be great you know its all here in your head and Slytherin will help you on the way to greatness no doubt about that no? Well if you are sure better be GRYFFINDOR,3,Excite
Harry heard the hat shout the last word to the whole hall,1,Happy
He took off the hat and walked shakily toward the Gryffindor table,3,Excite
He was so relieved to have been chosen and not put in Slytherin he hardly noticed that he was getting the loudest cheer yet,1,Happy
Percy the Prefect got up and shook his hand vigorously while the Weasley twins yelled We got Potter We got Potter Harry sat down opposite the ghost in the ruff he had seen earlier,1,Happy
The ghost patted his arm giving Harry the sudden horrible feeling he had just plunged it into a bucket of ice-cold water,6,Fear
He could see the High Table properly now,0,Neutral
At the end nearest him sat Hagrid who caught his eye and gave him the thumbs up,2,Love
Harry grinned back,2,Love
And there in the center of the High Table in a large gold chair sat Albus Dumbledore,2,Love
Harry recognized him at once from the card he had gotten out of the Chocolate Frog on the train,2,Love
Dumbledores silver hair was the only thing in the whole hall that shone as brightly as the ghosts,0,Neutral
Harry spotted Professor Quirtell too the nervous young man from the Leaky Cauldron,4,Sad
He was looking very peculiar in a large purple turban,3,Excite
And now there were only three people left to be sorted,1,Happy
Thomas Dean,0,Neutral
a Black boy even taller than Ron joined Harry at the Gryffindor table,3,Excite
Turpin Lisa became a Ravenclaw and then it was Rons turn,3,Excite
He was pale green by now,6,Fear
Harry crossed his fingers under the table and a second later the hat had shouted GRYFFINDOR,2,Love
Harry clapped loudly with the rest as Ron collapsed into the chair next to him,1,Happy
Well done Ron excellent said Percy Weasley Pompously across Harry as Zabini Blaise was made a Slytherin,1,Happy
Professor McGonagall rolled up her scroll and took the Sorting Hat away,0,Neutral
Harry looked down at his empty gold plate,4,Sad
He had only just realized how hungry he was,4,Sad
Lucky this plant things here really said Ron,1,Happy
Mad? said Percy airily,5,Anger
He is a genius Best wizard in the world But he is a bit mad yes,1,Happy
Potatoes Harry?,2,Love
Harrys mouth fell open,1,Happy
The dishes in front of him were now piled with food,3,Excite
He had never seen so many things he liked to eat on one table,1,Happy
The Dursleys had never exactly starved Harry but he had never been allowed to eat as much as he liked,4,Sad
